alimento,consumo,identifier,entidad,code_upm,est_var,pondef,indicef,nse4f,nse5f,area,region,sexo,edadanos
refresco normal,480,folio_011414__intp_5,01,M0133,12,2119.588134765625,2.371506690979004,4,muy alto,rural,centro,femenino,15.184120178222656
refresco normal,34.28571319580078,folio_011416__intp_1,01,M0133,12,3633.382080078125,-0.5258414149284363,2,bajo,rural,centro,masculino,71.54277801513672
refresco normal,10.285714149475098,folio_011424__intp_4,01,M0133,12,1200.547119140625,2.9884085655212402,4,muy alto,rural,centro,femenino,12.900752067565918
refresco normal,102.85713958740234,folio_011425__intp_1,01,M0133,12,1850.926513671875,-0.497251957654953,2,bajo,rural,centro,femenino,42.53251266479492
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_011425__intp_1,01,M0133,12,1850.926513671875,-0.497251957654953,2,bajo,rural,centro,femenino,42.53251266479492
bebidas o aguas de sabor industrializadas con azúcar (frutsi,205.7142791748047,folio_011428__intp_3,01,M0133,12,6619.4892578125,0.6580662727355957,3,alto,rural,centro,masculino,20.9199161529541
aguas de fruta natural con azúcar,205.7142791748047,folio_011428__intp_3,01,M0133,12,6619.4892578125,0.6580662727355957,3,alto,rural,centro,masculino,20.9199161529541
refresco normal,102.85713958740234,folio_011428__intp_3,01,M0133,12,6619.4892578125,0.6580662727355957,3,alto,rural,centro,masculino,20.9199161529541
refresco normal,68.57142639160156,folio_011446__intp_3,01,M0133,12,1103.2481689453125,0.3358202576637268,2,medio,rural,centro,masculino,12.262832641601562
bebidas o aguas de sabor industrializadas con azúcar (frutsi,34.28571319580078,folio_011446__intp_3,01,M0133,12,1103.2481689453125,0.3358202576637268,2,medio,rural,centro,masculino,12.262832641601562
refresco normal,205.7142791748047,folio_011475__intp_4,01,M0135,12,2610.84228515625,-1.2960386276245117,1,bajo,rural,centro,masculino,19.241615295410156
aguas de fruta natural con azúcar,257.1428527832031,folio_011479__intp_4,01,M0135,12,2983.81982421875,0.041164424270391464,2,medio,rural,centro,masculino,13.845311164855957
refresco normal,192.85714721679688,folio_011479__intp_4,01,M0135,12,2983.81982421875,0.041164424270391464,2,medio,rural,centro,masculino,13.845311164855957
aguas de fruta natural con azúcar,257.1428527832031,folio_011489__intp_3,01,M0137,16,2147.6396484375,0.7324178218841553,3,alto,urbano,centro,masculino,16.175222396850586
refresco normal,58.92856979370117,folio_011489__intp_3,01,M0137,16,2147.6396484375,0.7324178218841553,3,alto,urbano,centro,masculino,16.175222396850586
bebidas o aguas de sabor industrializadas con azúcar (frutsi,205.7142791748047,folio_011498__intp_1,01,M0137,16,8324.9248046875,1.6536623239517212,3,alto,urbano,centro,masculino,48.36687088012695
aguas de fruta natural con azúcar,205.7142791748047,folio_011498__intp_1,01,M0137,16,8324.9248046875,1.6536623239517212,3,alto,urbano,centro,masculino,48.36687088012695
refresco normal,712.5,folio_011498__intp_1,01,M0137,16,8324.9248046875,1.6536623239517212,3,alto,urbano,centro,masculino,48.36687088012695
refresco normal,360,folio_011500__intp_5,01,M0137,16,2147.6396484375,0.10981157422065735,2,medio,urbano,centro,masculino,16.451744079589844
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_011506__intp_1,01,M0137,16,5304.6962890625,-1.2399961948394775,1,bajo,urbano,centro,masculino,56.58042526245117
bebidas o aguas de sabor industrializadas con azúcar (frutsi,205.7142791748047,folio_011507__intp_2,01,M0137,16,912.32672119140625,-1.212406039237976,1,bajo,urbano,centro,masculino,19.496234893798828
aguas de fruta natural con azúcar,514.28570556640625,folio_011507__intp_2,01,M0137,16,912.32672119140625,-1.212406039237976,1,bajo,urbano,centro,masculino,19.496234893798828
refresco normal,549.64288330078125,folio_011507__intp_2,01,M0137,16,912.32672119140625,-1.212406039237976,1,bajo,urbano,centro,masculino,19.496234893798828
aguas de fruta natural con azúcar,154.2857208251953,folio_011511__intp_1,01,M0137,16,3603.10888671875,0.8119025826454163,3,alto,urbano,centro,femenino,48.506500244140625
refresco normal,240,folio_011530__intp_2,01,M0138,15,20746.529296875,1.4054993391036987,3,alto,urbano,centro,femenino,49.59890365600586
refresco normal,1200,folio_011542__intp_4,01,M0138,15,4202.50732421875,1.6715656518936157,3,muy alto,urbano,centro,masculino,18.2943172454834
aguas de fruta natural con azúcar,942.85711669921875,folio_011553__intp_3,01,M0138,15,1583.8590087890625,2.9884085655212402,4,muy alto,urbano,centro,femenino,19.529088973999023
refresco normal,942.85711669921875,folio_011553__intp_3,01,M0138,15,1583.8590087890625,2.9884085655212402,4,muy alto,urbano,centro,femenino,19.529088973999023
aguas de fruta natural con azúcar,600,folio_011556__intp_1,01,M0138,15,7050.5732421875,0.143106147646904,2,medio,urbano,centro,femenino,34.584529876708984
refresco normal,600,folio_011556__intp_1,01,M0138,15,7050.5732421875,0.143106147646904,2,medio,urbano,centro,femenino,34.584529876708984
refresco normal,24,folio_011565__intp_3,01,M0138,15,3167.718017578125,1.0822540521621704,3,alto,urbano,centro,femenino,12.312113761901855
refresco normal,500,folio_011568__intp_1,01,M0138,15,14380.3564453125,-0.5491465330123901,2,bajo,urbano,centro,masculino,52.413414001464844
refresco normal,23.571428298950195,folio_011570__intp_3,01,M0136,12,15398.9306640625,1.754604697227478,4,muy alto,rural,centro,femenino,36.01095199584961
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_011570__intp_3,01,M0136,12,15398.9306640625,1.754604697227478,4,muy alto,rural,centro,femenino,36.01095199584961
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_011575__intp_4,01,M0136,12,2140.295654296875,0.5404694080352783,3,alto,rural,centro,femenino,16.202600479125977
refresco normal,102.85713958740234,folio_011575__intp_4,01,M0136,12,2140.295654296875,0.5404694080352783,3,alto,rural,centro,femenino,16.202600479125977
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_011580__intp_2,01,M0136,12,3738.018798828125,-0.17600522935390472,2,medio,rural,centro,femenino,64.065704345703125
refresco normal,68.57142639160156,folio_011580__intp_2,01,M0136,12,3738.018798828125,-0.17600522935390472,2,medio,rural,centro,femenino,64.065704345703125
bebidas o aguas de sabor industrializadas con azúcar (frutsi,462.8571472167969,folio_011589__intp_3,01,M0136,12,2519.154541015625,0.954720675945282,3,alto,rural,centro,femenino,18.3709774017334
refresco normal,188.57142639160156,folio_011618__intp_2,01,M0139,15,2152.716064453125,-0.2544907033443451,2,medio,rural,centro,femenino,18.07529067993164
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_011618__intp_2,01,M0139,15,2152.716064453125,-0.2544907033443451,2,medio,rural,centro,femenino,18.07529067993164
bebidas o aguas de sabor industrializadas con azúcar (frutsi,205.7142791748047,folio_011663__intp_5,01,M0141,13,8681.083984375,1.3544528484344482,3,alto,urbano,centro,masculino,15.19507122039795
refresco normal,514.28570556640625,folio_011679__intp_3,01,M0141,13,1180.8370361328125,1.7270145416259766,4,muy alto,urbano,centro,femenino,19.567419052124023
refresco normal,282.8571472167969,folio_011687__intp_3,01,M0140,12,1530.813720703125,2.6937525272369385,4,muy alto,rural,centro,femenino,18.10540771484375
refresco normal,257.1428527832031,folio_011712__intp_4,01,M0140,12,1300.5926513671875,-0.12055634707212448,2,medio,rural,centro,femenino,12.257356643676758
refresco normal,102.85713958740234,folio_011713__intp_3,01,M0140,12,1015.4400634765625,0.1940014362335205,2,medio,rural,centro,masculino,19.15947914123535
refresco normal,183.2142791748047,folio_011747__intp_1,01,M0142,13,8174.556640625,0.6304761171340942,3,alto,urbano,centro,masculino,35.9425048828125
aguas de fruta natural con azúcar,671.78570556640625,folio_011747__intp_1,01,M0142,13,8174.556640625,0.6304761171340942,3,alto,urbano,centro,masculino,35.9425048828125
refresco normal,188.57142639160156,folio_011763__intp_1,01,M0143,12,4497.974609375,0.48865729570388794,3,medio,rural,centro,masculino,40.988365173339844
aguas de fruta natural con azúcar,257.1428527832031,folio_011784__intp_1,01,M0143,12,1653.9906005859375,-1.566102147102356,1,muy bajo,rural,centro,femenino,43.45516586303711
refresco normal,102.85713958740234,folio_011784__intp_1,01,M0143,12,1653.9906005859375,-1.566102147102356,1,muy bajo,rural,centro,femenino,43.45516586303711
refresco normal,102.85713958740234,folio_011794__intp_2,01,M0143,12,3307.981201171875,-1.6603409051895142,1,muy bajo,rural,centro,femenino,43.72347640991211
refresco normal,34.28571319580078,folio_011809__intp_1,01,M0144,14,3864.071533203125,1.0812547206878662,3,alto,urbano,centro,masculino,53.149898529052734
aguas de fruta natural con azúcar,188.57142639160156,folio_011809__intp_1,01,M0144,14,3864.071533203125,1.0812547206878662,3,alto,urbano,centro,masculino,53.149898529052734
refresco normal,70.71428680419922,folio_011826__intp_1,01,M0144,14,3936.8896484375,-0.7929070591926575,2,bajo,urbano,centro,femenino,36.621490478515625
refresco normal,471.4285583496094,folio_011830__intp_2,01,M0144,14,3005.552490234375,1.0337625741958618,3,alto,urbano,centro,femenino,21.500341415405273
refresco normal,20.571428298950195,folio_011849__intp_1,01,M0145,13,3583.391845703125,-1.1660484075546265,1,bajo,urbano,centro,masculino,30.83641242980957
refresco normal,51.42857360839844,folio_011850__intp_3,01,M0145,13,2701.04833984375,0.7135151624679565,3,alto,urbano,centro,femenino,17.51403045654297
refresco normal,34.28571319580078,folio_011855__intp_4,01,M0145,13,2108.848388671875,-1.269447684288025,1,bajo,urbano,centro,masculino,15.895960807800293
refresco normal,514.28570556640625,folio_011870__intp_1,01,M0145,13,8174.556640625,-1.6368168592453003,1,muy bajo,urbano,centro,masculino,37.5852165222168
refresco normal,205.7142791748047,folio_011889__intp_2,01,M0146,12,2972.453857421875,-0.20259611308574677,2,medio,rural,centro,femenino,28.9774112701416
refresco normal,34.28571319580078,folio_011896__intp_2,01,M0146,12,2972.453857421875,1.6516637802124023,3,alto,rural,centro,femenino,30.64750099182129
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_011907__intp_6,01,M0146,12,2320.748779296875,0.5123227834701538,3,medio,rural,centro,masculino,16.52292823791504
refresco normal,257.1428527832031,folio_011916__intp_2,01,M0147,13,13021.626953125,1.3304170370101929,3,alto,urbano,centro,masculino,23.381244659423828
bebidas o aguas de sabor industrializadas con azúcar (frutsi,257.1428527832031,folio_011916__intp_2,01,M0147,13,13021.626953125,1.3304170370101929,3,alto,urbano,centro,masculino,23.381244659423828
refresco normal,25.714284896850586,folio_011938__intp_4,01,M0147,13,2361.674072265625,0.9527221322059631,3,alto,urbano,centro,femenino,13.07597541809082
refresco normal,102.85713958740234,folio_011942__intp_2,01,M0147,13,7282.1552734375,1.0546637773513794,3,alto,urbano,centro,femenino,37.034908294677734
aguas de fruta natural con azúcar,257.1428527832031,folio_011942__intp_2,01,M0147,13,7282.1552734375,1.0546637773513794,3,alto,urbano,centro,femenino,37.034908294677734
bebidas o aguas de sabor industrializadas con azúcar (frutsi,257.1428527832031,folio_011942__intp_2,01,M0147,13,7282.1552734375,1.0546637773513794,3,alto,urbano,centro,femenino,37.034908294677734
refresco normal,25.714284896850586,folio_011957__intp_2,01,M0148,12,16539.09375,0.9537214040756226,3,alto,rural,centro,femenino,49.70294189453125
bebidas o aguas de sabor industrializadas con azúcar (frutsi,285,folio_011958__intp_1,01,M0148,12,12737.76953125,1.0812547206878662,3,alto,rural,centro,masculino,32.48460006713867
aguas de fruta natural con azúcar,244.2857208251953,folio_011958__intp_1,01,M0148,12,12737.76953125,1.0812547206878662,3,alto,rural,centro,masculino,32.48460006713867
refresco normal,102.85713958740234,folio_011977__intp_2,01,M0148,12,8417.662109375,0.7600079774856567,3,alto,rural,centro,femenino,29.538671493530273
aguas de fruta natural con azúcar,514.28570556640625,folio_011977__intp_2,01,M0148,12,8417.662109375,0.7600079774856567,3,alto,rural,centro,femenino,29.538671493530273
refresco normal,600,folio_020022__intp_3,02,M0203,25,4849.4677734375,-0.7015798091888428,2,bajo,urbano,norte,masculino,17.823408126831055
refresco normal,122.14286041259766,folio_020025__intp_3,02,M0203,25,5304.994140625,2.692753314971924,4,muy alto,urbano,norte,masculino,15.19507122039795
jugos naturales con azúcar,17.14285659790039,folio_020025__intp_3,02,M0203,25,5304.994140625,2.692753314971924,4,muy alto,urbano,norte,masculino,15.19507122039795
refresco normal,51.42856979370117,folio_020064__intp_4,02,R0203,25,13846.6044921875,0.2385673224925995,2,medio,urbano,norte,femenino,12.358657836914062
néctares de frutas o pulpa de frutas industrializados con az,188.57142639160156,folio_020064__intp_4,02,R0203,25,13846.6044921875,0.2385673224925995,2,medio,urbano,norte,femenino,12.358657836914062
bebidas o aguas de sabor industrializadas con azúcar (frutsi,68.57142639160156,folio_020064__intp_4,02,R0203,25,13846.6044921875,0.2385673224925995,2,medio,urbano,norte,femenino,12.358657836914062
néctares de frutas o pulpa de frutas industrializados con az,122.14286041259766,folio_020073__intp_2,02,R0203,25,25315.263671875,-0.003637487767264247,2,medio,urbano,norte,femenino,29.234769821166992
refresco normal,34.28571319580078,folio_020073__intp_2,02,R0203,25,25315.263671875,-0.003637487767264247,2,medio,urbano,norte,femenino,29.234769821166992
bebidas o aguas de sabor industrializadas con azúcar (frutsi,385.71429443359375,folio_020095__intp_3,02,R0203,25,18986.447265625,0.0172637477517128,2,medio,urbano,norte,femenino,12.531143188476562
refresco normal,34.28571319580078,folio_020106__intp_1,02,M0204,25,25530.330078125,-0.05708780139684677,2,medio,urbano,norte,femenino,70.64202880859375
refresco normal,377.1428527832031,folio_020121__intp_3,02,M0204,25,4946.009765625,0.6617558002471924,3,alto,urbano,norte,masculino,15.863106727600098
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_020153__intp_4,02,M0204,25,7154.0791015625,-0.7234267592430115,2,bajo,urbano,norte,femenino,13.650923728942871
refresco normal,600,folio_020153__intp_4,02,M0204,25,7154.0791015625,-0.7234267592430115,2,bajo,urbano,norte,femenino,13.650923728942871
refresco normal,600,folio_020175__intp_3,02,M0205,25,7119.91796875,2.198225736618042,4,muy alto,urbano,norte,femenino,12.396987915039062
refresco normal,384,folio_020176__intp_2,02,M0205,25,57616.984375,-0.37933382391929626,2,bajo,urbano,norte,masculino,41.71389389038086
refresco normal,102.85713958740234,folio_020208__intp_4,02,M0205,25,7788.71484375,1.25975501537323,3,alto,urbano,norte,femenino,16.06570816040039
aguas de fruta natural con azúcar,471.4285583496094,folio_020208__intp_4,02,M0205,25,7788.71484375,1.25975501537323,3,alto,urbano,norte,femenino,16.06570816040039
néctares de frutas o pulpa de frutas industrializados con az,392.8571472167969,folio_020208__intp_4,02,M0205,25,7788.71484375,1.25975501537323,3,alto,urbano,norte,femenino,16.06570816040039
aguas de fruta natural con azúcar,40.71428680419922,folio_020210__intp_2,02,M0205,25,28479.671875,-0.5491465330123901,2,bajo,urbano,norte,femenino,25.377138137817383
bebidas o aguas de sabor industrializadas con azúcar (frutsi,122.14286041259766,folio_020210__intp_2,02,M0205,25,28479.671875,-0.5491465330123901,2,bajo,urbano,norte,femenino,25.377138137817383
aguas de fruta natural con azúcar,102.85713958740234,folio_020265__intp_1,02,R0202,24,18505,2.27325439453125,4,muy alto,urbano,norte,masculino,45.002052307128906
refresco normal,188.57142639160156,folio_020265__intp_1,02,R0202,24,18505,2.27325439453125,4,muy alto,urbano,norte,masculino,45.002052307128906
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_020265__intp_1,02,R0202,24,18505,2.27325439453125,4,muy alto,urbano,norte,masculino,45.002052307128906
